TipoInstituicao,CodInst,AnoMes,NomeRelatorio,NumeroRelatorio,Grupo,Conta,NomeColuna,DescricaoColuna,Saldo,NomeBanco
3,416968,201903,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],5958110966.61,Banco Inter
3,416968,201903,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],3541533746.08,Banco Inter
3,416968,201903,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],5010025728.74,Banco Inter
3,416968,201903,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],4470655466.94,Banco Inter
3,416968,201903,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],948085237.87,Banco Inter
3,416968,201903,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],12074941.9300001,Banco Inter
3,33923798,201903,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3105915870.72,Banco Master
3,33923798,201903,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],882182811.06,Banco Master
3,33923798,201903,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],2942417792.27,Banco Master
3,33923798,201903,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],2621751178.66,Banco Master
3,33923798,201903,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],163498078.45,Banco Master
3,33923798,201903,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],602625.530000009,Banco Master
3,62144175,201903,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],9556932204.64,Banco Pine
3,62144175,201903,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],3191408647.95,Banco Pine
3,62144175,201903,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],8726770530.07,Banco Pine
3,62144175,201903,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],7126092642.59,Banco Pine
3,62144175,201903,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],830161674.57,Banco Pine
3,62144175,201903,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],-40745905.8199997,Banco Pine
3,62232889,201903,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],28284556643.83,Banco Daycoval
3,62232889,201903,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],16822705019.85,Banco Daycoval
3,62232889,201903,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],24877390449.21,Banco Daycoval
3,62232889,201903,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],20813626719.8,Banco Daycoval
3,62232889,201903,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],3407166194.62,Banco Daycoval
3,62232889,201903,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],215637993.91,Banco Daycoval
3,92894922,201903,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],10952357752.81,Banco Original
3,92894922,201903,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],5992899425.29,Banco Original
3,92894922,201903,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],8860281277.95,Banco Original
3,92894922,201903,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],8320333696.3,Banco Original
3,92894922,201903,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],2092076474.86,Banco Original
3,92894922,201903,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],1156227.35000001,Banco Original
3,416968,201903,Ativo,2,,78182,"Ativo Total 
(k) = (i) - (j)",[10000007]+[20000004],5958110966.61,Banco Inter
3,416968,201903,Ativo,2,,78188,"Disponibilidades 
(a)",[11000006],14547701.14,Banco Inter
3,416968,201903,Ativo,2,,78189,"Aplicações Interfinanceiras de Liquidez 
(b)",[12000005],1656071148.0,Banco Inter
3,416968,201903,Ativo,2,,78190,"TVM e Instrumentos Financeiros Derivativos 
(c)",[13000004],352181615.59,Banco Inter
3,416968,201903,Ativo,2,,78196,"Credores por Antecipação de Valor Residual 
(j)",[49908008],0.0,Banco Inter
3,416968,201903,Ativo,2,,78199,"Outros Créditos - Líquido de Provisão 
(f)",[18000009],493079334.68,Banco Inter
3,416968,201903,Ativo,2,,78200,"Outros Ativos Realizáveis 
(g)",[19000008] + [14000003] + [15000002],274268846.1,Banco Inter
3,416968,201903,Ativo,2,,78201,"Permanente Ajustado 
(h)",[20000004]-[23000001],81420025.54,Banco Inter
3,416968,201903,Ativo,2,,78202,"Ativo Total Ajustado 
(i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h)",[11000006] +  [12000005] +  [13000004] + [16000001] + [17000000] + [23000001] + [49908008] + [18000009] + [19000008] + [14000003] + [15000002] + [20000004]-[23000001],5958110966.61,Banco Inter
3,416968,201903,Ativo,2,Arrendamento Mercantil,78194,"Arrendamento Mercantil a Receber 
(e1)",[17000000]-[17900007],0.0,Banco Inter
3,416968,201903,Ativo,2,Arrendamento Mercantil,78195,"Imobilizado de Arrendamento 
(e2)",[23000001],0.0,Banco Inter
3,416968,201903,Ativo,2,Arrendamento Mercantil,78196,"Credores por Antecipação de Valor Residual 
(e3)",[49908008],0.0,Banco Inter
3,416968,201903,Ativo,2,Arrendamento Mercantil,78197,"Provisão sobre Arrendamento Mercantil 
(e4)",[17900007],0.0,Banco Inter
3,416968,201903,Ativo,2,Arrendamento Mercantil,78198,"Arrendamento Mercantil Líquido de Provisão 
(e)",[17000000] + [23000001] + [49908008],0.0,Banco Inter
3,416968,201903,Ativo,2,Operações de Crédito,78191,"Operações de Crédito 
(d1)",[16000001]-[16900008],3179192901.12,Banco Inter
3,416968,201903,Ativo,2,Operações de Crédito,78192,"Provisão sobre Operações de Crédito 
(d2)",[16900008],-92650605.56,Banco Inter
3,416968,201903,Ativo,2,Operações de Crédito,78193,"Operações de Crédito Líquidas de Provisão 
(d)",[16000001],3086542295.56,Banco Inter
3,33923798,201903,Ativo,2,,78182,"Ativo Total 
(k) = (i) - (j)",[10000007]+[20000004],3105915870.72,Banco Master
3,33923798,201903,Ativo,2,,78188,"Disponibilidades 
(a)",[11000006],121040070.22,Banco Master
3,33923798,201903,Ativo,2,,78189,"Aplicações Interfinanceiras de Liquidez 
(b)",[12000005],14614493.13,Banco Master
3,33923798,201903,Ativo,2,,78190,"TVM e Instrumentos Financeiros Derivativos 
(c)",[13000004],1291307581.4,Banco Master
3,33923798,201903,Ativo,2,,78196,"Credores por Antecipação de Valor Residual 
(j)",[49908008],0.0,Banco Master
3,33923798,201903,Ativo,2,,78199,"Outros Créditos - Líquido de Provisão 
(f)",[18000009],646818300.19,Banco Master
3,33923798,201903,Ativo,2,,78200,"Outros Ativos Realizáveis 
(g)",[19000008] + [14000003] + [15000002],282081743.36,Banco Master
3,33923798,201903,Ativo,2,,78201,"Permanente Ajustado 
(h)",[20000004]-[23000001],90703883.66,Banco Master
3,33923798,201903,Ativo,2,,78202,"Ativo Total Ajustado 
(i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h)",[11000006] +  [12000005] +  [13000004] + [16000001] + [17000000] + [23000001] + [49908008] + [18000009] + [19000008] + [14000003] + [15000002] + [20000004]-[23000001],3105915870.72,Banco Master
3,33923798,201903,Ativo,2,Arrendamento Mercantil,78194,"Arrendamento Mercantil a Receber 
(e1)",[17000000]-[17900007],0.0,Banco Master
3,33923798,201903,Ativo,2,Arrendamento Mercantil,78195,"Imobilizado de Arrendamento 
(e2)",[23000001],0.0,Banco Master
3,33923798,201903,Ativo,2,Arrendamento Mercantil,78196,"Credores por Antecipação de Valor Residual 
(e3)",[49908008],0.0,Banco Master
3,33923798,201903,Ativo,2,Arrendamento Mercantil,78197,"Provisão sobre Arrendamento Mercantil 
(e4)",[17900007],0.0,Banco Master
3,33923798,201903,Ativo,2,Arrendamento Mercantil,78198,"Arrendamento Mercantil Líquido de Provisão 
(e)",[17000000] + [23000001] + [49908008],0.0,Banco Master
3,33923798,201903,Ativo,2,Operações de Crédito,78191,"Operações de Crédito 
(d1)",[16000001]-[16900008],688094629.58,Banco Master
3,33923798,201903,Ativo,2,Operações de Crédito,78192,"Provisão sobre Operações de Crédito 
(d2)",[16900008],-28744830.82,Banco Master
3,33923798,201903,Ativo,2,Operações de Crédito,78193,"Operações de Crédito Líquidas de Provisão 
(d)",[16000001],659349798.76,Banco Master
3,62144175,201903,Ativo,2,,78182,"Ativo Total 
(k) = (i) - (j)",[10000007]+[20000004],9556932204.64,Banco Pine
3,62144175,201903,Ativo,2,,78188,"Disponibilidades 
(a)",[11000006],185443463.33,Banco Pine
3,62144175,201903,Ativo,2,,78189,"Aplicações Interfinanceiras de Liquidez 
(b)",[12000005],621144055.71,Banco Pine
3,62144175,201903,Ativo,2,,78190,"TVM e Instrumentos Financeiros Derivativos 
(c)",[13000004],3895433632.98,Banco Pine
3,62144175,201903,Ativo,2,,78196,"Credores por Antecipação de Valor Residual 
(j)",[49908008],0.0,Banco Pine
3,62144175,201903,Ativo,2,,78199,"Outros Créditos - Líquido de Provisão 
(f)",[18000009],1244653278.13,Banco Pine
3,62144175,201903,Ativo,2,,78200,"Outros Ativos Realizáveis 
(g)",[19000008] + [14000003] + [15000002],515932927.09,Banco Pine
3,62144175,201903,Ativo,2,,78201,"Permanente Ajustado 
(h)",[20000004]-[23000001],687887169.64,Banco Pine
3,62144175,201903,Ativo,2,,78202,"Ativo Total Ajustado 
(i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h)",[11000006] +  [12000005] +  [13000004] + [16000001] + [17000000] + [23000001] + [49908008] + [18000009] + [19000008] + [14000003] + [15000002] + [20000004]-[23000001],9556932204.64,Banco Pine
3,62144175,201903,Ativo,2,Arrendamento Mercantil,78194,"Arrendamento Mercantil a Receber 
(e1)",[17000000]-[17900007],0.0,Banco Pine
3,62144175,201903,Ativo,2,Arrendamento Mercantil,78195,"Imobilizado de Arrendamento 
(e2)",[23000001],0.0,Banco Pine
3,62144175,201903,Ativo,2,Arrendamento Mercantil,78196,"Credores por Antecipação de Valor Residual 
(e3)",[49908008],0.0,Banco Pine
3,62144175,201903,Ativo,2,Arrendamento Mercantil,78197,"Provisão sobre Arrendamento Mercantil 
(e4)",[17900007],0.0,Banco Pine
3,62144175,201903,Ativo,2,Arrendamento Mercantil,78198,"Arrendamento Mercantil Líquido de Provisão 
(e)",[17000000] + [23000001] + [49908008],0.0,Banco Pine
3,62144175,201903,Ativo,2,Operações de Crédito,78191,"Operações de Crédito 
(d1)",[16000001]-[16900008],2753411180.08,Banco Pine
3,62144175,201903,Ativo,2,Operações de Crédito,78192,"Provisão sobre Operações de Crédito 
(d2)",[16900008],-346973502.32,Banco Pine
3,62144175,201903,Ativo,2,Operações de Crédito,78193,"Operações de Crédito Líquidas de Provisão 
(d)",[16000001],2406437677.76,Banco Pine
3,62232889,201903,Ativo,2,,78182,"Ativo Total 
(k) = (i) - (j)",[10000007]+[20000004],28284556643.83,Banco Daycoval
3,62232889,201903,Ativo,2,,78188,"Disponibilidades 
(a)",[11000006],158011648.29,Banco Daycoval
3,62232889,201903,Ativo,2,,78189,"Aplicações Interfinanceiras de Liquidez 
(b)",[12000005],5170419900.7,Banco Daycoval
3,62232889,201903,Ativo,2,,78190,"TVM e Instrumentos Financeiros Derivativos 
(c)",[13000004],1781461505.53,Banco Daycoval
3,62232889,201903,Ativo,2,,78196,"Credores por Antecipação de Valor Residual 
(j)",[49908008],0.0,Banco Daycoval
3,62232889,201903,Ativo,2,,78199,"Outros Créditos - Líquido de Provisão 
(f)",[18000009],7265527564.48,Banco Daycoval
3,62232889,201903,Ativo,2,,78200,"Outros Ativos Realizáveis 
(g)",[19000008] + [14000003] + [15000002],192087000.87,Banco Daycoval
3,62232889,201903,Ativo,2,,78201,"Permanente Ajustado 
(h)",[20000004]-[23000001],1403461190.46,Banco Daycoval
3,62232889,201903,Ativo,2,,78202,"Ativo Total Ajustado 
(i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h)",[11000006] +  [12000005] +  [13000004] + [16000001] + [17000000] + [23000001] + [49908008] + [18000009] + [19000008] + [14000003] + [15000002] + [20000004]-[23000001],28284556643.83,Banco Daycoval
3,62232889,201903,Ativo,2,Arrendamento Mercantil,78194,"Arrendamento Mercantil a Receber 
(e1)",[17000000]-[17900007],0.0,Banco Daycoval
3,62232889,201903,Ativo,2,Arrendamento Mercantil,78195,"Imobilizado de Arrendamento 
(e2)",[23000001],0.0,Banco Daycoval
3,62232889,201903,Ativo,2,Arrendamento Mercantil,78196,"Credores por Antecipação de Valor Residual 
(e3)",[49908008],0.0,Banco Daycoval
3,62232889,201903,Ativo,2,Arrendamento Mercantil,78197,"Provisão sobre Arrendamento Mercantil 
(e4)",[17900007],0.0,Banco Daycoval
3,62232889,201903,Ativo,2,Arrendamento Mercantil,78198,"Arrendamento Mercantil Líquido de Provisão 
(e)",[17000000] + [23000001] + [49908008],0.0,Banco Daycoval
3,62232889,201903,Ativo,2,Operações de Crédito,78191,"Operações de Crédito 
(d1)",[16000001]-[16900008],13299202472.74,Banco Daycoval
3,62232889,201903,Ativo,2,Operações de Crédito,78192,"Provisão sobre Operações de Crédito 
(d2)",[16900008],-985614639.24,Banco Daycoval
3,62232889,201903,Ativo,2,Operações de Crédito,78193,"Operações de Crédito Líquidas de Provisão 
(d)",[16000001],12313587833.5,Banco Daycoval
3,92894922,201903,Ativo,2,,78182,"Ativo Total 
(k) = (i) - (j)",[10000007]+[20000004],10952357752.81,Banco Original
3,92894922,201903,Ativo,2,,78188,"Disponibilidades 
(a)",[11000006],39659799.04,Banco Original
3,92894922,201903,Ativo,2,,78189,"Aplicações Interfinanceiras de Liquidez 
(b)",[12000005],1084253550.72,Banco Original
3,92894922,201903,Ativo,2,,78190,"TVM e Instrumentos Financeiros Derivativos 
(c)",[13000004],2459548458.88,Banco Original
3,92894922,201903,Ativo,2,,78196,"Credores por Antecipação de Valor Residual 
(j)",[49908008],0.0,Banco Original
3,92894922,201903,Ativo,2,,78199,"Outros Créditos - Líquido de Provisão 
(f)",[18000009],3156250247.27,Banco Original
3,92894922,201903,Ativo,2,,78200,"Outros Ativos Realizáveis 
(g)",[19000008] + [14000003] + [15000002],107876051.6,Banco Original
3,92894922,201903,Ativo,2,,78201,"Permanente Ajustado 
(h)",[20000004]-[23000001],712855482.57,Banco Original
3,92894922,201903,Ativo,2,,78202,"Ativo Total Ajustado 
(i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h)",[11000006] +  [12000005] +  [13000004] + [16000001] + [17000000] + [23000001] + [49908008] + [18000009] + [19000008] + [14000003] + [15000002] + [20000004]-[23000001],10952357752.81,Banco Original
3,92894922,201903,Ativo,2,Arrendamento Mercantil,78194,"Arrendamento Mercantil a Receber 
(e1)",[17000000]-[17900007],0.0,Banco Original
3,92894922,201903,Ativo,2,Arrendamento Mercantil,78195,"Imobilizado de Arrendamento 
(e2)",[23000001],0.0,Banco Original
3,92894922,201903,Ativo,2,Arrendamento Mercantil,78196,"Credores por Antecipação de Valor Residual 
(e3)",[49908008],0.0,Banco Original
3,92894922,201903,Ativo,2,Arrendamento Mercantil,78197,"Provisão sobre Arrendamento Mercantil 
(e4)",[17900007],0.0,Banco Original
3,92894922,201903,Ativo,2,Arrendamento Mercantil,78198,"Arrendamento Mercantil Líquido de Provisão 
(e)",[17000000] + [23000001] + [49908008],0.0,Banco Original
3,92894922,201903,Ativo,2,Operações de Crédito,78191,"Operações de Crédito 
(d1)",[16000001]-[16900008],3575657682.62,Banco Original
3,92894922,201903,Ativo,2,Operações de Crédito,78192,"Provisão sobre Operações de Crédito 
(d2)",[16900008],-183743519.89,Banco Original
3,92894922,201903,Ativo,2,Operações de Crédito,78193,"Operações de Crédito Líquidas de Provisão 
(d)",[16000001],3391914162.73,Banco Original
3,416968,201903,Passivo,3,,78186,"Patrimônio Líquido 
(j)",[60000002] + [70000009]+ [80000006],948085237.87,Banco Inter
3,416968,201903,Passivo,3,,78296,"Instrumentos Derivativos 
(f)",[47000001],0.0,Banco Inter
3,416968,201903,Passivo,3,,78297,"Outras Obrigações 
(g)",[49000009] + [45000003] + [44000004],530328595.19,Banco Inter
3,416968,201903,Passivo,3,,78298,"Passivo Circulante e Exigível a Longo Prazo 
(h) = (e) + (f) + (g)",[40000008],5000984062.13,Banco Inter
3,416968,201903,Passivo,3,,78299,"Resultados de Exercícios Futuros 
(i)",[50000005],9041666.61,Banco Inter
3,416968,201903,Passivo,3,,78300,"Passivo Total 
(k) = (h) + (i) + (j)",[40000008] + [50000005] + [60000002] + [70000009]+ [80000006],5958110966.61,Banco Inter
3,416968,201903,Passivo,3,Captações,78185,"Captações 
(e) = (a) + (b) + (c) + (d)",[41000007] + [42000006] + [43000005] + [46000002],4470655466.94,Banco Inter
3,416968,201903,Passivo,3,Captações,78288,"Obrigações por Operações Compromissadas 
(b)",[42000006],96092256.97,Banco Inter
3,416968,201903,Passivo,3,Captações,78295,"Obrigações por Empréstimos e Repasses 
(d)",[46000002],31247880.7,Banco Inter
3,416968,201903,Passivo,3,Captações - Depósito Total,78282,"Depósitos à Vista 
(a1)",[41100000],847657365.02,Banco Inter
3,416968,201903,Passivo,3,Captações - Depósito Total,78283,"Depósitos de Poupança 
(a2)",[41200003],115158386.4,Banco Inter
3,416968,201903,Passivo,3,Captações - Depósito Total,78284,"Depósitos Interfinanceiros 
(a3)",[41300006],0.0,Banco Inter
3,416968,201903,Passivo,3,Captações - Depósito Total,78285,"Outros Depósitos 
(a5)",[41400009]+[41600005]+[41700008]+[41800001]+[41900004],0.0,Banco Inter
3,416968,201903,Passivo,3,Captações - Depósito Total,78286,"Depósitos a Prazo 
(a4)",[41500002],1593596639.39,Banco Inter
3,416968,201903,Passivo,3,Captações - Depósito Total,78287,"Depósito Total 
(a)",[41000007],2556412390.81,Banco Inter
3,416968,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78289,"Letras de Crédito Imobiliário 
(c1)",[43235007],1762126767.57,Banco Inter
3,416968,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78290,"Letras de Crédito do Agronegócio 
(c2)",[43240009],0.0,Banco Inter
3,416968,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78291,"Letras Financeiras 
(c3)",[43250006],12593383.2,Banco Inter
3,416968,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78292,"Obrigações por Títulos e Valores Mobiliários no Exterior 
(c4)",[43500000],0.0,Banco Inter
3,416968,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78293,"Outros Recursos de Aceites e Emissão de Títulos 
(c5)",[43000005] - [43235007] - [43240009] - [43250006] - [43500000],12182787.6900001,Banco Inter
3,416968,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78294,"Recursos de Aceites e Emissão de Títulos 
(c)",[43000005],1786902938.46,Banco Inter
3,33923798,201903,Passivo,3,,78186,"Patrimônio Líquido 
(j)",[60000002] + [70000009]+ [80000006],163498078.45,Banco Master
3,33923798,201903,Passivo,3,,78296,"Instrumentos Derivativos 
(f)",[47000001],8954510.87,Banco Master
3,33923798,201903,Passivo,3,,78297,"Outras Obrigações 
(g)",[49000009] + [45000003] + [44000004],311712102.74,Banco Master
3,33923798,201903,Passivo,3,,78298,"Passivo Circulante e Exigível a Longo Prazo 
(h) = (e) + (f) + (g)",[40000008],2942417792.27,Banco Master
3,33923798,201903,Passivo,3,,78299,"Resultados de Exercícios Futuros 
(i)",[50000005],0.0,Banco Master
3,33923798,201903,Passivo,3,,78300,"Passivo Total 
(k) = (h) + (i) + (j)",[40000008] + [50000005] + [60000002] + [70000009]+ [80000006],3105915870.72,Banco Master
3,33923798,201903,Passivo,3,Captações,78185,"Captações 
(e) = (a) + (b) + (c) + (d)",[41000007] + [42000006] + [43000005] + [46000002],2621751178.66,Banco Master
3,33923798,201903,Passivo,3,Captações,78288,"Obrigações por Operações Compromissadas 
(b)",[42000006],174856471.24,Banco Master
3,33923798,201903,Passivo,3,Captações,78295,"Obrigações por Empréstimos e Repasses 
(d)",[46000002],0.0,Banco Master
3,33923798,201903,Passivo,3,Captações - Depósito Total,78282,"Depósitos à Vista 
(a1)",[41100000],23418148.03,Banco Master
3,33923798,201903,Passivo,3,Captações - Depósito Total,78283,"Depósitos de Poupança 
(a2)",[41200003],0.0,Banco Master
3,33923798,201903,Passivo,3,Captações - Depósito Total,78284,"Depósitos Interfinanceiros 
(a3)",[41300006],0.0,Banco Master
3,33923798,201903,Passivo,3,Captações - Depósito Total,78285,"Outros Depósitos 
(a5)",[41400009]+[41600005]+[41700008]+[41800001]+[41900004],80018.07,Banco Master
3,33923798,201903,Passivo,3,Captações - Depósito Total,78286,"Depósitos a Prazo 
(a4)",[41500002],2009752518.14,Banco Master
3,33923798,201903,Passivo,3,Captações - Depósito Total,78287,"Depósito Total 
(a)",[41000007],2033250684.24,Banco Master
3,33923798,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78289,"Letras de Crédito Imobiliário 
(c1)",[43235007],329643799.09,Banco Master
3,33923798,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78290,"Letras de Crédito do Agronegócio 
(c2)",[43240009],84000224.09,Banco Master
3,33923798,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78291,"Letras Financeiras 
(c3)",[43250006],0.0,Banco Master
3,33923798,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78292,"Obrigações por Títulos e Valores Mobiliários no Exterior 
(c4)",[43500000],0.0,Banco Master
3,33923798,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78293,"Outros Recursos de Aceites e Emissão de Títulos 
(c5)",[43000005] - [43235007] - [43240009] - [43250006] - [43500000],2.98023223876953e-08,Banco Master
3,33923798,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78294,"Recursos de Aceites e Emissão de Títulos 
(c)",[43000005],413644023.18,Banco Master
3,62144175,201903,Passivo,3,,78186,"Patrimônio Líquido 
(j)",[60000002] + [70000009]+ [80000006],830161674.57,Banco Pine
3,62144175,201903,Passivo,3,,78296,"Instrumentos Derivativos 
(f)",[47000001],1380353467.4,Banco Pine
3,62144175,201903,Passivo,3,,78297,"Outras Obrigações 
(g)",[49000009] + [45000003] + [44000004],195624395.8,Banco Pine
3,62144175,201903,Passivo,3,,78298,"Passivo Circulante e Exigível a Longo Prazo 
(h) = (e) + (f) + (g)",[40000008],8702070505.79,Banco Pine
3,62144175,201903,Passivo,3,,78299,"Resultados de Exercícios Futuros 
(i)",[50000005],24700024.28,Banco Pine
3,62144175,201903,Passivo,3,,78300,"Passivo Total 
(k) = (h) + (i) + (j)",[40000008] + [50000005] + [60000002] + [70000009]+ [80000006],9556932204.64,Banco Pine
3,62144175,201903,Passivo,3,Captações,78185,"Captações 
(e) = (a) + (b) + (c) + (d)",[41000007] + [42000006] + [43000005] + [46000002],7126092642.59,Banco Pine
3,62144175,201903,Passivo,3,Captações,78288,"Obrigações por Operações Compromissadas 
(b)",[42000006],347582776.79,Banco Pine
3,62144175,201903,Passivo,3,Captações,78295,"Obrigações por Empréstimos e Repasses 
(d)",[46000002],290969286.51,Banco Pine
3,62144175,201903,Passivo,3,Captações - Depósito Total,78282,"Depósitos à Vista 
(a1)",[41100000],99704404.56,Banco Pine
3,62144175,201903,Passivo,3,Captações - Depósito Total,78283,"Depósitos de Poupança 
(a2)",[41200003],0.0,Banco Pine
3,62144175,201903,Passivo,3,Captações - Depósito Total,78284,"Depósitos Interfinanceiros 
(a3)",[41300006],93337906.92,Banco Pine
3,62144175,201903,Passivo,3,Captações - Depósito Total,78285,"Outros Depósitos 
(a5)",[41400009]+[41600005]+[41700008]+[41800001]+[41900004],0.0,Banco Pine
3,62144175,201903,Passivo,3,Captações - Depósito Total,78286,"Depósitos a Prazo 
(a4)",[41500002],5836434359.26,Banco Pine
3,62144175,201903,Passivo,3,Captações - Depósito Total,78287,"Depósito Total 
(a)",[41000007],6029476670.74,Banco Pine
3,62144175,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78289,"Letras de Crédito Imobiliário 
(c1)",[43235007],278418340.02,Banco Pine
3,62144175,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78290,"Letras de Crédito do Agronegócio 
(c2)",[43240009],150504918.45,Banco Pine
3,62144175,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78291,"Letras Financeiras 
(c3)",[43250006],29140650.08,Banco Pine
3,62144175,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78292,"Obrigações por Títulos e Valores Mobiliários no Exterior 
(c4)",[43500000],0.0,Banco Pine
3,62144175,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78293,"Outros Recursos de Aceites e Emissão de Títulos 
(c5)",[43000005] - [43235007] - [43240009] - [43250006] - [43500000],4.4703483581543e-08,Banco Pine
3,62144175,201903,Passivo,3,Captações - Recursos de Aceites e Emissão de Títulos,78294,"Recursos de Aceites e Emissão de Títulos 
(c)",[43000005],458063908.55,Banco Pine
3,62232889,201903,Passivo,3,,78186,"Patrimônio Líquido 
(j)",[60000002] + [70000009]+ [80000006],3407166194.62,Banco Daycoval
3,62232889,201903,Passivo,3,,78296,"Instrumentos Derivativos 
(f)",[47000001],20792235.51,Banco Daycoval
3,62232889,201903,Passivo,3,,78297,"Outras Obrigações 
(g)",[49000009] + [45000003] + [44000004],3995462291.74,Banco Daycoval
3,62232889,201903,Passivo,3,,78298,"Passivo Circulante e Exigível a Longo Prazo 
(h) = (e) + (f) + (g)",[40000008],24829881247.05,Banco Daycoval
3,62232889,201903,Passivo,3,,78299,"Resultados de Exercícios Futuros 
(i)",[50000005],47509202.16,Banco Daycoval
3,62232889,201903,Passivo,3,,78300,"Passivo Total 
(k) = (h) + (i) + (j)",[40000008] + [50000005] + [60000002] + [70000009]+ [80000006],28284556643.83,Banco Daycoval
3,62232889,201903,Passivo,3,Captações,78185,"Captações 
(e) = (a) + (b) + (c) + (d)",[41000007] + [42000006] + [43000005] + [46000002],20813626719.8,Banco Daycoval
3,62232889,201903,Passivo,3,Captações,78288,"Obrigações por Operações Compromissadas 
(b)",[42000006],1886687972.05,Banco Daycoval
3,62232889,201903,Passivo,3,Captações,78295,"Obrigações por Empréstimos e Repasses 
(d)",[46000002],1353156737.42,Banco Daycoval
3,62232889,201903,Passivo,3,Captações - Depósito Total,78282,"Depósitos à Vista 
(a1)",[41100000],703788867.5,Banco Daycoval
3,62232889,201903,Passivo,3,Captações - Depósito Total,78283,"Depósitos de Poupança 
(a2)",[41200003],0.0,Banco Daycoval
3,62232889,201903,Passivo,3,Captações - Depósito Total,78284,"Depósitos Interfinanceiros 
(a3)",[41300006],401550095.26,Banco Daycoval
3,62232889,201903,Passivo,3,Captações - Depósito Total,78285,"Outros Depósitos 
(a5)",[41400009]+[41600005]+[41700008]+[41800001]+[41900004],12502562.46,Banco Daycoval
3,62232889,201903,Passivo,3,Captações - Depósito Total,78286,"Depósitos a Prazo 
(a4)",[41500002],4330367737.83,Banco Daycoval
3,62232889,201903,Passivo,3,Captações - Depósito Total,78287,"Depósito Total 
(a)",[41000007],5448209263.05,Banco Daycoval
